iter	Logloss
376	0.3640122884
377	0.3639899368
378	0.3639265992
379	0.3635841288
380	0.3634395549
381	0.3632155114
382	0.3630563136
383	0.363000932
384	0.3627905962
385	0.3627525723
386	0.3625484091
387	0.3623787276
388	0.362292954
389	0.3620724597
390	0.3620111485
391	0.3617651245
392	0.3616002042
393	0.3613744584
394	0.3612431487
395	0.3610740569
396	0.3608757441
397	0.3607669793
398	0.3606126755
399	0.3604593307
400	0.3603137568
401	0.3602553331
402	0.3600855585
403	0.3600789677
404	0.3599918994
405	0.3598635178
406	0.3596395854
407	0.3595195219
408	0.3592843055
409	0.3590706675
410	0.358919756
411	0.3587754222
412	0.3586241402
413	0.358503448
414	0.358386004
415	0.3582261915
416	0.3581531995
417	0.357941754
418	0.3577655889
419	0.3576822764
420	0.3575499936
421	0.3574231237
422	0.3573810765
423	0.3572795133
424	0.3571832871
425	0.3570473699
426	0.3569472327
427	0.35686448
428	0.3567757264
429	0.3566469668
430	0.356352005
431	0.3561079889
432	0.3559869361
433	0.3559497267
434	0.3558115893
435	0.3556471725
436	0.355473768
437	0.3551428916
438	0.3551218895
439	0.3550884369
440	0.354955329
441	0.354939001
442	0.3547080708
443	0.3544220436
444	0.3543392343
445	0.3541457151
446	0.3540338427
447	0.3538918457
448	0.3537467119
449	0.3535717038
450	0.3534872465
451	0.3534066863
452	0.3533347968
453	0.353280236
454	0.3532136654
455	0.3529395384
456	0.3526734115
457	0.3525395822
458	0.3524154232
459	0.3522446831
460	0.3520351629
461	0.3519188371
462	0.351802424
463	0.3517536806
464	0.3516614771
465	0.3515404332
466	0.3515015081
467	0.351405797
468	0.3511740074
469	0.3511316611
470	0.3510510227
471	0.3509062829
472	0.3508755449
473	0.3507392583
474	0.3505745279
475	0.3504011329
476	0.350354939
477	0.3502063292
478	0.3500065112
479	0.3497848807
480	0.349617312
481	0.3495077301
482	0.3493538488
483	0.3492320129
484	0.3491186857
485	0.3491001808
486	0.3489383524
487	0.3487421084
488	0.3485989179
489	0.3484717982
490	0.3482890745
491	0.3481423858
492	0.3479369913
493	0.3479047535
494	0.3477365182
495	0.3475158627
496	0.3473037533
497	0.3472060455
498	0.3471403455
499	0.3469372926
500	0.346822324
501	0.3466973651
502	0.346543348
503	0.3464755189
504	0.3463660286
505	0.3462130847
506	0.3461139062
507	0.346068033
508	0.3459837016
509	0.3459756693
510	0.3457248325
511	0.345610017
512	0.3454164983
513	0.3452686405
514	0.3451636003
515	0.3450991718
516	0.345086392
517	0.3450392026
518	0.3450087417
519	0.3449410407
520	0.3447912161
521	0.3446889554
522	0.3446262387
523	0.3444984467
524	0.3444191511
525	0.3442897204
526	0.3442739516
527	0.3441641941
528	0.343969495
529	0.343816137
530	0.3436022868
531	0.3435820219
532	0.3435786494
533	0.3435267988
534	0.34344411
535	0.3433456394
536	0.3431235494
537	0.3430732473
538	0.3430213709
539	0.3428393005
540	0.342704143
541	0.3425472749
542	0.3424259446
543	0.3422500437
544	0.34216975
545	0.3420303171
546	0.3419621988
547	0.3418148428
548	0.3416987427
549	0.3416239942
550	0.341493486
551	0.3414037592
552	0.3412869557
553	0.3411181683
554	0.3410146182
555	0.340889224
556	0.3408127452
557	0.3406779924
558	0.3405563259
559	0.3404528409
560	0.3404016023
561	0.3401718888
562	0.3400242778
563	0.3399240825
564	0.3398358049
565	0.3398354015
566	0.3397849808
567	0.3397738122
568	0.3397384586
569	0.3396394852
570	0.3395574599
571	0.339506705
572	0.339418679
573	0.3392406326
574	0.3391289126
575	0.3390290555
576	0.3389068048
577	0.3388158119
578	0.3386780368
579	0.3385577685
580	0.3384103615
581	0.3382106743
582	0.3381078671
583	0.3378864628
584	0.3378117708
585	0.337789781
586	0.3377664442
587	0.3375774311
588	0.3374230568
589	0.3374054693
590	0.3372413888
591	0.3371026384
592	0.3370055565
593	0.3368869878
594	0.3368339136
595	0.3367298404
596	0.3366325684
597	0.3366133367
598	0.3364294106
599	0.3363009815
600	0.3361614166
601	0.3360148354
602	0.3358526575
603	0.3357092023
604	0.3355760968
605	0.335447727
606	0.3353763413
607	0.3351610554
608	0.3350140303
609	0.3348085444
610	0.3347002259
611	0.3345874733
612	0.3345654523
613	0.3344674446
614	0.3343055093
615	0.3341515453
616	0.3340639106
617	0.3339966595
618	0.333859051
619	0.333789698
620	0.3336191216
621	0.3335757135
622	0.3334963088
623	0.3334498188
624	0.3332711034
625	0.333116595
626	0.3329743185
627	0.3327527505
628	0.3326585973
629	0.3325271
630	0.3323413153
631	0.3322774935
632	0.3321360657
633	0.3320004217
634	0.331953486
635	0.3318589129
636	0.3317441552
637	0.331549068
638	0.3315157166
639	0.331472387
640	0.3313816391
641	0.3313098417
642	0.3312226192
643	0.3310859494
644	0.3309263944
645	0.3307818915
646	0.3306803679
647	0.3306708253
648	0.3305082044
649	0.3304469499
650	0.3304013872
651	0.3303695313
652	0.3302292761
653	0.3300781377
654	0.3299006425
655	0.3297664426
656	0.3296107663
657	0.3293425975
658	0.3291733439
659	0.3290964082
660	0.3289685718
661	0.3288459081
662	0.3287139189
663	0.3286985762
664	0.3285636787
665	0.3285312539
666	0.3284471393
667	0.328253354
668	0.3280336487
669	0.3278318105
670	0.3277997406
671	0.3276791156
672	0.3275658699
673	0.3274035355
674	0.3273395188
675	0.3273153673
676	0.3271705933
677	0.3270720884
678	0.3270592089
679	0.3270378623
680	0.3268863106
681	0.3266281006
682	0.3265052055
683	0.3264086518
684	0.326328285
685	0.3262600337
686	0.3261250863
687	0.3258787049
688	0.3257987753
689	0.3257359828
690	0.3255900429
691	0.3255085384
692	0.3253551219
693	0.3252683151
694	0.3251739205
695	0.3251034016
696	0.3250772737
697	0.3249578151
698	0.3248670382
699	0.3248588021
700	0.3247970431
701	0.3246109124
702	0.3244664406
703	0.3243923458
704	0.3242868657
705	0.3242326723
706	0.324116949
707	0.3238900433
708	0.3236751049
709	0.3236159048
710	0.3234902156
711	0.3234721493
712	0.3233286895
713	0.3232306575
714	0.3229074358
715	0.322764103
716	0.3226705527
717	0.3225747806
718	0.3225308417
719	0.3223939772
720	0.3223510745
721	0.3221299669
722	0.3220888134
723	0.3219617995
724	0.321951794
725	0.3219074295
726	0.3218293977
727	0.3216593234
728	0.321651654
729	0.3215908645
730	0.3215379912
731	0.3214599123
732	0.3213796809
733	0.3213058465
734	0.3212115392
735	0.3210658086
736	0.320949427
737	0.3207898779
738	0.3206545657
739	0.3205520071
740	0.3204858899
741	0.3203908948
742	0.3202187237
743	0.3201027439
744	0.3199722573
745	0.3198787388
746	0.3197917318
747	0.3195345731
748	0.3194986546
749	0.3193680248
750	0.3192542319
751	0.3191788156
752	0.3190858773
753	0.3190651372
754	0.3189585598
755	0.3188625633
756	0.3187740281
757	0.3185870496
758	0.3185068524
759	0.3183409871
760	0.3181419014
761	0.3180990432
762	0.3179645347
763	0.3178044762
764	0.3177647293
765	0.3177301659
766	0.317607991
767	0.3175168404
768	0.317317676
769	0.3171236599
770	0.3169834805
771	0.3169241567
772	0.3167541086
773	0.3165319693
774	0.3163391425
775	0.3163100564
776	0.3162359579
777	0.3160413215
778	0.3158089325
779	0.3156596289
780	0.3155778594
781	0.3155057803
782	0.3153683671
783	0.3151056693
784	0.3149657018
785	0.3148665289
786	0.3148307053
787	0.3148257739
788	0.3147652064
789	0.3145342775
790	0.3145045859
791	0.314262715
792	0.3140649591
793	0.314031782
794	0.3139614938
795	0.3139082236
796	0.3138503863
797	0.3137669474
798	0.3137455934
799	0.3134942496
800	0.313413378
801	0.3133491676
802	0.3131895675
803	0.3131032073
804	0.3130601173
805	0.3129437484
806	0.3128589497
807	0.3127549908
808	0.3126872331
809	0.3125264646
810	0.312458112
811	0.3124440074
812	0.3123262331
813	0.3121494294
814	0.3120645555
815	0.3119762682
816	0.3119135361
817	0.3116720896
818	0.3115480075
819	0.3114187071
820	0.3112843861
821	0.3112046289
822	0.3109624239
823	0.3108172177
824	0.31073629
825	0.3106896868
826	0.3106245644
827	0.3106197619
828	0.3105877756
829	0.3103253803
830	0.3102066006
831	0.3100510682
832	0.3098939908
833	0.3097672651
834	0.3096471954
835	0.309501016
836	0.3093886296
837	0.3093366381
838	0.3092976306
839	0.3091722415
840	0.3090981007
841	0.3090729884
842	0.3089535775
843	0.3087817096
844	0.3086518826
845	0.3084753695
846	0.3082998608
847	0.3081931109
848	0.3080935708
849	0.3080482118
850	0.3079797148
851	0.3079622955
852	0.3077958551
853	0.3077396101
854	0.3076674593
855	0.3076121689
856	0.3073823053
857	0.3073331716
858	0.3071981528
859	0.3069386652
860	0.3067499003
861	0.3067142696
862	0.3065252181
863	0.3064287161
864	0.3063686457
865	0.3063572311
866	0.3062009578
867	0.3061831217
868	0.3061155935
869	0.3060377671
870	0.305982834
871	0.3058110569
872	0.3057365405
873	0.3056919482
874	0.3056569802
875	0.305605093
876	0.305500489
877	0.3054213718
878	0.3051965866
879	0.3051229742
880	0.304962259
881	0.3048439983
882	0.3047322291
883	0.3045941025
884	0.3045122168
885	0.3044803391
886	0.3044356315
887	0.3043427841
888	0.304284572
889	0.3040844392
890	0.3038784466
891	0.3037607973
892	0.3035720601
893	0.303523051
894	0.3034641969
895	0.3033507288
896	0.3031274184
897	0.3030823274
898	0.3030177813
899	0.3029056725
900	0.3029019275
901	0.3028225636
902	0.3027104301
903	0.3026202594
904	0.3025281327
905	0.3022810141
906	0.3021814475
907	0.3020486142
908	0.3019426607
909	0.3018302514
910	0.3017229355
911	0.3016241071
912	0.3014990797
913	0.3014271927
914	0.3012373404
915	0.3011166874
916	0.3009478665
917	0.3008121329
918	0.3006197867
919	0.3004186182
920	0.3004006639
921	0.3002712515
922	0.30021391
923	0.3001788325
924	0.3001348507
925	0.3000896747
926	0.3000501334
927	0.299984877
928	0.2997585444
929	0.2996888703
930	0.2995104247
931	0.299357264
932	0.299225442
933	0.2991341787
934	0.2990650174
935	0.2990303937
936	0.298963342
937	0.2989433536
938	0.2988854452
939	0.2988095036
940	0.2985540838
941	0.298293237
942	0.2982029179
943	0.2981712312
944	0.298137469
945	0.2980369564
946	0.2979179041
947	0.2977675621
948	0.2976887825
949	0.2976549906
950	0.2975452151
951	0.297459432
952	0.2974003332
953	0.2973492962
954	0.2972927438
955	0.2972350666
956	0.297076498
957	0.2970277801
958	0.2969457263
959	0.2968430681
960	0.2967838091
961	0.2966884784
962	0.2965802343
963	0.296471673
964	0.2963812249
965	0.2963410446
966	0.2962629098
967	0.2962257924
968	0.2962199287
969	0.2960866658
970	0.2959814395
971	0.2958232111
972	0.2957561706
973	0.2956929446
974	0.2956473326
975	0.2955175998
976	0.2954729148
977	0.2953487174
978	0.295118911
979	0.2950661894
980	0.2949329665
981	0.2948060372
982	0.2947450446
983	0.2947131573
984	0.2945599342
985	0.2943291272
986	0.2941745661
987	0.2941273687
988	0.2940591525
989	0.2939894705
990	0.2938546449
991	0.2938061671
992	0.2937244156
993	0.2936046576
994	0.2934436017
995	0.293407617
996	0.2933700687
997	0.2932392105
998	0.2929847446
999	0.2928505739
